friend1,1.54982E+14
friend1,1.11959E+14
friend1,1.07873E+14
friend2,6363207806
friend2,3.58664E+14
friend2,1.49651E+14
friend2,1.05876E+11
friend2,4.51719E+14
friend2,3.16765E+11
friend2,3.09755E+14
friend2,1.46364E+15
friend2,6.91599E+14
friend2,1.54214E+14
friend2,1.94377E+14
friend2,1.37451E+15
friend2,1.61426E+14
friend2,1.42383E+15
friend2,2.54876E+14
friend2,1.91408E+14
friend2,1.41784E+15
friend2,1.88119E+14
friend2,4.10479E+11
friend2,9815486986
friend2,1.92081E+14
friend2,3.38748E+14
friend2,1.24076E+14
friend2,3.21308E+11
friend2,2.11798E+11
friend2,3.43204E+14
friend2,2.24599E+14
friend2,1.35578E+14
friend2,1.20786E+14
friend2,1.91414E+11
friend2,3.35168E+14
friend2,3.06578E+14
friend2,1.85008E+14
friend2,1.03636E+14
friend2,3.74945E+14
friend2,3.76004E+14
friend2,1.96418E+14
friend2,1.55204E+14
friend2,3.91723E+14
friend2,95368582121
friend2,1.43756E+14
friend2,1.267E+14
friend2,3.01822E+14
friend2,3.07885E+14
friend2,1.23117E+14
friend2,2.18443E+14
friend2,27566611155
friend2,1.24701E+14
friend2,2.1038E+14
friend2,1.04779E+11
friend2,1.07657E+14
friend2,12887942787
friend2,1.41546E+14
friend2,1.12264E+14
friend2,1.08063E+14
friend2,5975759948
friend2,15925638948
friend2,2.28355E+14
friend2,15526475270
friend2,1.61788E+14
friend2,1.65845E+14
friend2,11100009009
friend2,1.07926E+14
friend2,1.05511E+14
friend2,1.12082E+14
friend2,1.11778E+14
friend2,1.1098E+14
friend2,1.09347E+14
friend2,1.06528E+14
friend2,1.03781E+14
friend2,3.6444E+11
friend2,1.14721E+14
friend2,1.10779E+14
friend2,1.08615E+14
friend2,1.08171E+14
friend2,3.73599E+11
friend2,61454603694
friend2,4.08606E+11
friend2,26416503057
friend2,29092950651
friend2,60549857918
friend2,96545746304
friend2,92304305160
friend2,73724150817
friend2,6459871686
friend2,7976226799
friend3,1.92868E+14
friend3,2.45875E+14
friend3,8.66646E+14
friend3,1.55087E+15
friend3,7.50329E+14
friend3,8.84978E+14
friend3,3.55651E+14
friend3,3.21407E+14
friend3,3.09381E+11
friend3,2.82351E+14
friend3,2.32817E+14
friend3,5.26887E+14
friend3,2.06528E+14
friend3,4.33989E+14
friend3,4.87897E+14
friend3,6.31068E+14
friend3,3.53851E+11
friend3,1.41743E+15
friend3,2.54127E+14
friend3,3.79389E+14
friend3,1.42975E+15
friend3,1.99878E+14
friend3,2.61749E+14
friend3,1.41386E+15
friend3,1.4962E+14
friend3,1.02527E+11
friend3,5.93234E+14
friend3,2.90806E+14
friend3,2.55643E+14
friend3,13441630066
friend3,3.47939E+14
friend3,3.58802E+14
friend3,4.46605E+14
friend3,63330679078
friend3,3.37908E+11
friend3,4.07956E+14
friend3,2.19141E+14
friend3,2.95514E+11
friend3,3.64294E+14
friend3,1.40998E+14
friend3,3.11188E+14
friend3,2.85787E+14
friend3,2.94193E+14
friend3,1.55833E+14
